Číslo SME ;Provozovatel ;Adresa;Město ;PSČ;Telefon;e-mail;Kraj;ORP;Kategorie vozidel ;Druh stanice 
440529;AUTOCENTRUM TA a.s.;Tylova;Plzeň;30100;378124402;info@autocentrumta.cz;Plzeňský kraj;Plzeň;NULL;NULL
440533;AUTO CB, spol. s r. o.;Nepomucká;Plzeň;32600;377666671;autocb@autocb.cz;Plzeňský kraj;Plzeň;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
440539;AUTOKOMPLET 91 s.r.o.;Domažlická;Plzeň;31803;377382105;kracik@autokomplet91.cz;Plzeňský kraj;Plzeň;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
440543;AUTOSERVIS NEDVĚD s.r.o.;Do kopce;Plzeň;32600;377240154;autoservis.nedved.prodejce@skoda-auto.cz;Plzeňský kraj;Plzeň;M1,N1;Vznětový motor,Zážehový motor
440548;AUTOCENTRUM JAN ŠMUCLER s.r.o.;Borská 59;Plzeň;30100;371005247;jan.tusl@smucler.cz;Plzeňský kraj;Plzeň;M1,M2,M3,N1,N2;Vznětový motor,Zážehový motor
440612;DEKRA CZ a.s.;Fügnerova 404;Blovice;33601;371522649;stkblovice.cz@dekra.com;Plzeňský kraj;Blovice;NULL;NULL
440703;Tomáš Weisskopf;Školní náměstí 188;Město Touškov;33033;603829523;wekomt@seznam.cz;Plzeňský kraj;Nýřany;NULL;NULL
440709;STK Rybnice s.r.o.;Rybnice 155;Rybnice;33151;724531862;uteseny@stk-rybnice.cz;Plzeňský kraj;Kralovice;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
440716;Lepič Zdeněk;Sokolská 705;Vejprnice;33027;602211809;3422@seznam.cz;Plzeňský kraj;Nýřany;NULL;NULL
440722;M - MEK, s.r.o.;Na Mazancích 349;Kožlany;33144;373396681;m.mourek@quick.cz;Plzeňský kraj;Kralovice;C,M1,N1,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
440801;Jan Svejkovský;Klostermannova 311;Rokycany;33701;371723070;z.svejkovsky@seznam.cz;Plzeňský kraj;Rokycany;NULL;NULL
440806;STK Mýto s.r.o.;Plzeňská 569;Mýto;33805;371750316+605 343 848;info@stk-myto.cz;Plzeňský kraj;Rokycany;NULL;NULL
440810;MS STK Rokycany s.r.o.;Pivovarská 146;Rokycany;33701;371729715;info@stk-rokycany.cz;Plzeňský kraj;Rokycany;M1,N1;Vznětový motor,Zážehový motor
440901;Jana Langová;Dr. Kocourka 2010;Sokolov;35601;777319740;langova13@seznam.cz;Karlovarský kraj;Sokolov;M1,M2,N1,N2;CNG,LNG,LPG,Vznětový motor,Zážehový motor
440913;L&B AUTO universal s.r.o.;Dr. Kocourka 2100;Sokolov;35601;352 605 605;j.lang@lbauto.cz;Karlovarský kraj;Sokolov;NULL;NULL
440915;Jan Šíma;ČSA;Svatava;35703;602407119;tachoservis@seznam.cz;Karlovarský kraj;Sokolov;NULL;NULL
440916;STK Karlovarsko s.r.o.;Citická 2069;Sokolov;35601;352 600 063;stksokolov@seznam.cz;Karlovarský kraj;Sokolov;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
440918;Martin Rybár;Chebská 2247;Dolní Rychnov;35601;725 003 440;emise.rybar@seznam.cz;Karlovarský kraj;Sokolov;NULL;NULL
441004;Robert Kovář;Oldřichovská 2143;Tachov;34701;603540252;petrplaneta@seznam.cz;Plzeňský kraj;Tachov;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
441005;Lesní společnost Přimda, s.r.o.;Nádražní 545;Planá;34815;702288619;kanalas@lasprimda.com;Plzeňský kraj;Tachov;NULL;NULL
441006;Jaroslav Šroub;28.října 1476;Stříbro;34901;602611661  724151726;servis.sroub@seznam.cz;Plzeňský kraj;Stříbro;NULL;NULL
441007;Poliklinika Tachov, příspěvková organizace;Václavská 1560;Tachov;34701;374718210;asistent@poltc.cz;Plzeňský kraj;Tachov;NULL;NULL
441011;Lepič Zdeněk;Tř.5.května  1579;Stříbro;34901;602211809;3422@seznam.cz;Plzeňský kraj;Stříbro;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
450103;EMISE LI s.r.o.;Liberecká 558;Nový Bor;47301;702 264 372;novy.bor@stkcl.cz;Liberecký kraj;Nový Bor;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
450105;Jiří Wasylyszyn;Mimoňská 63;Stráž pod Ralskem;47127;487851647;wasylyszyn@volny.cz;Liberecký kraj;Česká Lípa;M1,M2,N1,N2,T;Vznětový motor,Zážehový motor
450109;LIPEX PLUS spol. s.r.o.;Mánesova 1477;Česká Lípa;47001;487868924;info@stkmanesova.cz;Liberecký kraj;Česká Lípa;C,M1,N1,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
450110;SME Česká Lípa s.r.o.;Kovářova 3189;Česká Lípa;47001;487831081;stk3528@seznam.cz;Liberecký kraj;Česká Lípa;NULL;NULL
450111;Milan Bajer;Pihel 95;Pihel;47115;604 463 394;bajerdal@centrum.cz;Liberecký kraj;Nový Bor;M1,N1;Vznětový motor,Zážehový motor
450207;AUTO IN s.r.o.;Předmostí 1839/2;Děčín;40502;412588130;homolkad@autoin.cz;Ústecký kraj;Děčín;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
450212;Autoservis Menšík s.r.o.;Na Skřivance 150/1;Děčín;40502;602280543;auto@servismensik.cz;Ústecký kraj;Děčín;NULL;NULL
450213;Pneu Autoland s.r.o.;Benešovská 583/23;Děčín;40502;725506302+412527301+603841088;emise@autolanddc.cz;Ústecký kraj;Děčín;NULL;NULL
450218;Centrum služeb pro silniční dopravu;Alšova 1075/7;Krásná Lípa;40746;412383361;stk.krasnalipa@cspsd.cz;Ústecký kraj;Rumburk;NULL;NULL
450223;Milan  Skukálek;Šluknovská 425;Velký Šenov;40778;412 391 092;AUTOSERVISSKUKALEK@SEZNAM.CZ;Ústecký kraj;Rumburk;NULL;NULL
450224;Gerhard Horejsek a spol., s.r.o.;Oblouková 1416/9;Děčín;40501;412589915;dc.stk@volny.cz;Ústecký kraj;Děčín;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
450226;Lucie Kuhnová;Stavební 1424/1A;Děčín;40501;774190909;l.kuhnova@centrum.cz;Ústecký kraj;Děčín;NULL;NULL
450227;Carmotive, s.r.o.;Strakonická 3242;Varnsdorf;40747;412358844;n.brzobohaty@seznam.cz;Ústecký kraj;Varnsdorf;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
450228;ALL Academy s.r.o.;Folknářská 1246/21 hala P;Děčín;40502;607017017;info@all.cz;Ústecký kraj;Děčín;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
450305;AUTO KAPPA spol. s r.o.;Obchodní zóna 252;Otvice;43111;474653414+474654773;stk.chomutov@seznam.cz;Ústecký kraj;Chomutov;NULL;NULL
450307;S P A , s. r. o.;Prunéřov 374;Kadaň;43201;604717759;info@saab-servis.cz;Ústecký kraj;Kadaň;NULL;NULL
450309;Vladislav Terešák;Málkov 12;Málkov;43001;725374511;teresak@seznam.cz;Ústecký kraj;Chomutov;NULL;NULL
450310;"""AUTOTOP"" spol. s r.o.";Nezabylice;Nezabylice;43001;474668166;filip1905@seznam.cz;Ústecký kraj;Chomutov;NULL;NULL
450313;AUTOPLUS II, s.r.o.;Spořická 4522;Chomutov;43001;474624308;servis@autodum-cv.cz;Ústecký kraj;Chomutov;NULL;NULL
450317;ALFA - TECHNIC s.r.o.;Obchodní zóna 252;Klášterec nad Ohří;43111;724137900;alfa.technic.stk@iol.cz;Ústecký kraj;Kadaň;NULL;NULL
450318;EURO CAR Kadaň s.r.o.;Topolová 2006;Kadaň;43201;724835609;emisekadan@seznam.cz;Ústecký kraj;Kadaň;NULL;NULL
450319;Terri, s.r.o.;Droužkovická 476;Údlice;43141;736613090;emise.udlice@terri.cz;Ústecký kraj;Chomutov;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
450402;AUTOCENTRUM FICS s.r.o.;Želivského 1;Jablonec nad Nisou;46601;483368891;servis@fics.cz;Liberecký kraj;Jablonec nad Nisou;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
450415;Gerhard Horejsek a spol., s.r.o.;Palackého 94;Jablonec nad Nisou;46604;605273195 + 606 204 929;nejedly@horejsek.cz;Liberecký kraj;Jablonec nad Nisou;C,M1,M2,N1,N2,T,Z;Vznětový motor,Zážehový motor
450417;DEKRA CZ a.s.;Belgická 5063;Jablonec nad Nisou;46605;480 003 609;petr.kratina@dekra.com;Liberecký kraj;Jablonec nad Nisou;NULL;NULL
450418;Ing. Daniel Kaláb;Splzov 31;Železný Brod;46822;603 811 177;daniel.kalab@seznam.cz;Liberecký kraj;Železný Brod;M1,M2,N1,N2;Vznětový motor,Zážehový motor
450505;Autoservis VASKA s.r.o.;Žitavská 596/52a;Liberec;46001;602691800;auto_vaska@volny.cz;Liberecký kraj;Liberec;NULL;NULL
450532;TKV Liberec, spol. s r.o.;Tanvaldská 1106;Liberec;46311;482737888;info@tkv-liberec.cz;Liberecký kraj;Liberec;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
450539;STEKO LB spol. s r.o.;Mrštíkova 2;Liberec;46001;603 842 000;stk@stkliberec.cz;Liberecký kraj;Liberec;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
450542;AUTOTREND, spol. s r.o.;České Mládeže 1101;Liberec;46312;606656101;m.volavka@autotrendliberec.cz;Liberecký kraj;Liberec;M1,N1;Vznětový motor,Zážehový motor
450543;FOLDA, s.r.o.;Frýdlantská 540;Frýdlant;46401;482 319 126;stk.3526@volny.cz;Liberecký kraj;Frýdlant;NULL;NULL
450545;Louda Auto a.s.;Tanvaldská;Liberec;46311;482739915;sme.liberec@louda.cz;Liberecký kraj;Liberec;NULL;NULL
450602;Gerhard Horejsek a spol., s.r.o.;U Terezínské křižovatky 161;Litoměřice;41201;725192631;sme-ltm@seznam.cz;Ústecký kraj;Litoměřice;NULL;NULL
450617;OKIM spol. s r.o.;Terezínská 1306;Lovosice;41002;734542286;sme450617@okim.cz;Ústecký kraj;Lovosice;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
450620;Pavlína Hanzlíková;Zimoř 8;Liběšice;41145;606 962 014;pavel.lukasss@seznam.cz;Ústecký kraj;Litoměřice;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
450621;Petr Reinhart;Jiráskova 356;Třebenice;41113;724582884;tomrein@email.cz;Ústecký kraj;Lovosice;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
450622;Ekolikvidace Veis s.r.o.;Ploskovice 117;Ploskovice;41142;420 608 359 035;veis.tomas@seznam.cz;Ústecký kraj;Litoměřice;M1,N1;Vznětový motor,Zážehový motor
450705;AUTO MYSLIVEC s.r.o.;Hlubanská 741;Podbořany;44101;415214362;info@autopodborany.cz;Ústecký kraj;Podbořany;NULL;NULL
450706;SAZ - Evžen Myslivec s.r.o.;Rybalkova 2639;Louny;44001;415652771;emise@auto-myslivec.cz;Ústecký kraj;Louny;NULL;NULL
450707;DEKRA CZ a.s.;U Oharky 3093;Žatec;43801;415711258;stkzatec.cz@dekra.com;Ústecký kraj;Žatec;NULL;NULL
450709;Autocentrum Novotný s.r.o.;Cukrovarská zahrada 2670;Louny;44001;415655057;servis@autocentrumnovotny.cz;Ústecký kraj;Louny;NULL;NULL
450710;STK-O.K.CAR spol. s r.o.;Rybalkova 2765;Louny;44001;415653467;stk.ok.car@iol.cz;Ústecký kraj;Louny;M1,N1;CNG,LNG,LPG,Vznětový motor,Zážehový motor
450713;R + B Auto control, spol. s r.o.;Pražská 375;Lubenec;43983;415212296;stk.lubenec@seznam.cz;Ústecký kraj;Podbořany;NULL;NULL
450714;GRAND REKLAM s.r.o.;Krásný Dvůr 9;Krásný Dvůr;43972;415212114;ing.v@seznam.cz;Ústecký kraj;Podbořany;NULL;NULL
450718;Jaroslav Paroha;Kadaňská 46;Libočany;43975;777 646 863;j.parohac@tiscali.cz;Ústecký kraj;Žatec;NULL;NULL
450719;Autoservis KMK s.r.o.;Cítolibská 2679;Louny;44001;415656505;autoservis.kmk@ln.cz;Ústecký kraj;Louny;NULL;NULL
450720;R + B Auto control, spol. s r.o.;Pražská 375;Lubenec;43983;415212296;stk.lubenec@seznam.cz;Ústecký kraj;Podbořany;NULL;NULL
450721;JA.VO. SERVIS s.r.o.;č.p. 9;Krásný Dvůr;43972;775236915;jirijansky@email.cz;Ústecký kraj;Podbořany;C,M1,M2,M3,N1,N2,N3,T,Z;Vznětový motor,Zážehový motor
450805;Automoto klub SHD Most v AČR;Dělnická 11;Most - Velebudice;43451;476 441 310;pavel@amk.cz;Ústecký kraj;Most;NULL;NULL
450808;AUTOPLUS II. CONTROL s.r.o.;Budovatelů 624;Most;43401;602418057;weiss@autoplusmost.cz;Ústecký kraj;Most;NULL;NULL
450811;Jiří Vodička;Lounická;Litvínov;43542;606817135;waserman77@seznam.cz  ;Ústecký kraj;Litvínov;M1,N1;LPG,Vznětový motor,Zážehový motor
450813;AR auto s.r.o.;České Zlatníky 87;Obrnice;43401;770152578;masek@arauto.cz;Ústecký kraj;Most;NULL;NULL
450814;DEKRA CZ a.s.;Podkrušnohorská 8;Litvínov;43542;4,20608E+11;stkjanov.cz@dekra.com;Ústecký kraj;Litvínov;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
450815;SME Litvínov s.r.o.;Žatecká 3494;Most;43401;733 361 984;info@stkzatecka.cz;Ústecký kraj;Most;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
450816;AUTOCARS CZ s.r.o.;Žatecká 3494;Most;43401;721809966 + 720148877;autoservisfortpodpora@gmail.com;Ústecký kraj;Most;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
450907;Louda Auto a.s.;Dubská 3106;Teplice;41501;417 554 520;leos.krivsky@louda.cz;Ústecký kraj;Teplice;M1,N1;Vznětový motor,Zážehový motor
450915;IVESUR Česká republika, a.s.;K Emance 291;Dubí-Mstišov;41503;4,20776E+11;stk3511@seznam.cz;Ústecký kraj;Teplice;NULL;NULL
450918;Louda Auto a.s.;Dvořákova 83;Krupka;41510;417 590 556;velkejtonda@tiscali.cz;Ústecký kraj;Teplice;M1,N1;Vznětový motor,Zážehový motor
450919;Jiří Novák, AUTOTIP-servis;V Lipách 3041;Teplice;41501;417532122;Ladislav.Pelikan@tp.autotipservis.cz;Ústecký kraj;Teplice;NULL;NULL
450920;SME Teplice s.r.o.;V Lipách 3275;Teplice;41501;417535386;sme450920@seznam.cz;Ústecký kraj;Teplice;NULL;NULL
450922;J U K R  spol. s r.o.;Ruská 301;Dubí;41703;776222443;jukr@volny.cz;Ústecký kraj;Teplice;C,M1,M2,N1,N2,N3,T;CNG,LNG,LPG,Vznětový motor,Zážehový motor
450923;SME KT Košťany s. r. o.;Pivovarská 635;Košťany;41723;776755566;emise.kostany@seznam.cz;Ústecký kraj;Teplice;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
451005;AUTOTIP  servis s.r.o.;JATEČNÍ 1007/6;Ústí nad Labem;40001;605456888;jiri.novak@ul.autotipservis.cz;Ústecký kraj;Ústí nad Labem;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
451009;Milan Anýž;Karla Maye 349;Brná;40321;777097407;milananyz@seznam.cz;Ústecký kraj;Ústí nad Labem;NULL;NULL
451012;AUTO BOHEMIA-půjčovna, servis aut a pneu s.r.o.;KŘIŽÍKOVA 718/2;Ústí nad Labem;40007;475501118;info@auto-bohemia.cz;Ústecký kraj;Ústí nad Labem;NULL;NULL
451027;OKIM spol. s r.o.;MASARYKOVA 1028;Ústí nad Labem;40001;731439781;petr.ruzicka@okim.cz;Ústecký kraj;Ústí nad Labem;NULL;NULL
451032;KROYS - Milan Krejčí s.r.o.;TEXTILNÍ 6;Ústí nad Labem;40001;420 777 702 269;polej@kroys.cz;Ústecký kraj;Ústí nad Labem;C,M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
451033;AUTO IN s.r.o.;Podhoří 361/2;Ústí nad Labem;40010;731653175;martinekz@autoin.cz;Ústecký kraj;Ústí nad Labem;NULL;NULL
451034;Terri, s.r.o.;Hrbovická 105;Chlumec;40339;736613093;michal.hrdy@terri.cz;Ústecký kraj;Ústí nad Labem;C,M1,M2,M3,N1,N2,N3,T,Z;Vznětový motor,Zážehový motor
451035;AJK Centrum s.r.o.;HAVÍŘSKÁ 360/29;Ústí nad Labem;40010;475504414 + 733584795;sme@areal-uzin.cz;Ústecký kraj;Ústí nad Labem;C,M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
451038;FAIR AUTOTOP, s.r.o.;PODHOŘÍ 371/7;Ústí nad Labem;40010;475225586;servis@autotop-ul.cz;Ústecký kraj;Ústí nad Labem;M1,M2,N1,N2;Vznětový motor,Zážehový motor
460112;STK Chotěboř, s.r.o.;U Střelnice 1724;Chotěboř;58301;569 621 286;technickakontrola3629@seznam.cz;Vysočina;Chotěboř;M1,N1;LPG,Vznětový motor,Zážehový motor
460114;STK NOVÁK HB s.r.o.;Baštínov 126;Havlíčkův Brod;58001;569 438 200;mnovak@stknovak.cz;Vysočina;Havlíčkův Brod;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
460115;STK HB s.r.o.;Lidická 3974;Havlíčkův Brod;58001;733230036;stkhb@stkhb.cz;Vysočina;Havlíčkův Brod;M1,N1;CNG,LPG,Vznětový motor,Zážehový motor
460116;HUGO ILM s.r.o.;Horní Prosíčka 20;Prosíčka;58401;607812754;iveta.hoskovcova3@gmail.com;Vysočina;Světlá nad Sázavou;NULL;NULL
460119;STK Světlá nad Sázavou, v.o.s.;Průmyslová 1208;Světlá nad Sázavou;58291;723309898;stksvetla@seznam.cz;Vysočina;Světlá nad Sázavou;M1,N1;LPG,Vznětový motor,Zážehový motor
460207;Střední škola technická a řemeslná, Nový Bydžov, D;Dr.M.Tyrše 112;Nový Bydžov;50401;495483423;sstrnb@seznam.cz;Královéhradecký kraj;Nový Bydžov;C,M1,M2,M3,N1,N2,N3,T,Z;Vznětový motor,Zážehový motor
460214;OLFIN Car - STK, s.r.o.;Na Rybárně 203/5;Hradec Králové;50002;495537011;ivo.rejzek@olfincarpalace.cz;Královéhradecký kraj;Hradec Králové;NULL;NULL
460219;Miroslav Korel;Pálenecká 732/51b;Hradec Králové;50311;495536333;mm.korel@seznam.cz;Královéhradecký kraj;Hradec Králové;NULL;NULL
460223;AUTOSERVIS MK cz s.r.o.;Sovětice 19;Sovětice;50315;731575223;milanstk@centrum.cz;Královéhradecký kraj;Hradec Králové;C,M1,N1,T,Z;LPG,Vznětový motor,Zážehový motor
460224;Střední odborná škola a Střední odborné učiliště, ;Vocelova 1338/2;Hradec Králové;50002;495408729;autoservis@sosasou-vocelova.cz;Královéhradecký kraj;Hradec Králové;NULL;NULL
460232;Bohuslav Jeřábek;Na Obci 372;Předměřice nad Labem;50302;777070190;autogas_jerabek@sendme.cz;Královéhradecký kraj;Hradec Králové;NULL;NULL
460238;PRO AUTO LOUDA, s.r.o.;Pražská 782;Chlumec nad Cidlinou;50351;731657827;stk@proautolouda.cz;Královéhradecký kraj;Hradec Králové;NULL;NULL
460251;TEXO, TRUCK SERVIS, spol. s r.o.;Piletická 55/36;Hradec Králové;50003;602411697;texo@volny.cz;Královéhradecký kraj;Hradec Králové;NULL;NULL
460252;STANICE MĚŘENÍ EMISÍ KUTÍK, s.r.o.;A. Seligera 147;Smiřice;50303;495421828;emise@stksmirice.cz;Královéhradecký kraj;Hradec Králové;C,M1,M2,M3,N1,N2,N3,T;CNG,LPG,Vznětový motor,Zážehový motor
460257;amcontrol s.r.o.;Pardubická 1338;Třebechovice pod Orebem;50346;773312487;amcontrol@amcontrol.cz;Královéhradecký kraj;Hradec Králové;NULL;NULL
460304;Auto Hybeš s.r.o.;Dřenice 122;Dřenice;53701;468003082;servis@autohybes.cz;Pardubický kraj;Chrudim;NULL;NULL
460305;Jaroslav Pešek;Vítězslava Nováka 135;Skuteč;53973;604754458;jardapesek@seznam.cz;Pardubický kraj;Chrudim;NULL;NULL
460307;Petr Moučka;Nejedlého 1559;Hlinsko;53901;469311706;vm-autoservis@seznam.cz;Pardubický kraj;Hlinsko;NULL;NULL
460309;AUTO - LEMI s.r.o.;Bylany 150;Bylany;53801;469687110;auto-lemi@seznam.cz;Pardubický kraj;Chrudim;C,M1,M2,M3,N1,N2,N3,T,Z;LPG,Vznětový motor,Zážehový motor
460313;Auto MERCIA a.s.;Dašická1228;Chrudim;53701;469626130;emise@mercia;Pardubický kraj;Chrudim;NULL;NULL
460314;Oldřich Moučka;Svratouch 332;Svratouch;53942;566662370;info@autocar-svratouch.cz;Pardubický kraj;Hlinsko;NULL;NULL
460315;STK Vincenci s.r.o.;Vilibalda Svobody 948;Skuteč;53973;469351210;stkvincenci@seznam.cz;Pardubický kraj;Chrudim;NULL;NULL
460316;Autoservis - autoelektroservis s.r.o.;Krouna 41;Krouna;53943;777680460;AutoservisPospisil@seznam.cz;Pardubický kraj;Hlinsko;NULL;NULL
460317;Jiří Kozel;Rváčovská 549;Hlinsko;53901;602615295;jk.autoservis@tiscali.cz;Pardubický kraj;Hlinsko;NULL;NULL
460318;P Z P MERLIN s.r.o.;Poličská 1365;Hlinsko;53901;601567915;PZP.emise@seznam.cz;Pardubický kraj;Hlinsko;NULL;NULL
460319;SME Vlčnov s.r.o.;Vlčnov 30;Chrudim;53701;607299061;dvorakzr7@seznam.cz;Pardubický kraj;Chrudim;NULL;NULL
460320;Z-MOTOR s.r.o.;Tovární 250;Chrudim;53701;463351481 / 463351485;stk@z-motor.cz;Pardubický kraj;Chrudim;C,M1,N1,T;CNG,LPG,Vznětový motor,Zážehový motor
460321;SALIO s.r.o.;Obce Ležáků 758;Chrudim;53701;469318192;info@stk-salio.cz;Pardubický kraj;Chrudim;M1,M2,N1,N2;CNG,LPG,Vznětový motor,Zážehový motor
460322;DEKRA CZ a.s.;Poličská 1365;Hlinsko;53901;469312003 + 777 627 051;stkhlinsko.cz@dekra.com;Pardubický kraj;Hlinsko;NULL;NULL
460323;Jiří Šimon;Lukavice 84;Lukavice;53821;469670107;simon.servis@post.cz;Pardubický kraj;Chrudim;NULL;NULL
460403;Miloslav Franěk;Semínova Lhota 29;Újezd pod Troskami;51263;736766202;autoopravnafranek@seznam.cz;Královéhradecký kraj;Jičín;C,M1,M2,N1,N2,T;LPG,Vznětový motor,Zážehový motor
460408;MT AUTOSERVIS s.r.o.;Spyšovská 297;Sobotka;50743;604947967;mtautoservis@akas.cz;Královéhradecký kraj;Jičín;M1,M2,N1,N2,T;Vznětový motor,Zážehový motor
460414;AGRO SLATINY a.s.;Hradecká 1122;Jičín;50601;493555055;emise@stkjicin.cz;Královéhradecký kraj;Jičín;C,M1,M2,N1,N2,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
460418;AGRO SLATINY a.s.;Jos. Jungmanna 1736;Nový Bydžov;50401;495490198;stk.novy.bydzov@quick.cz;Královéhradecký kraj;Nový Bydžov;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LNG,LPG,Vznětový motor,Zážehový motor
460501;LK-AUTOSERVIS, spol. s r.o.;Lidická 317;Česká Skalice;55203;491457200;kabrt@lkauto.cz;Královéhradecký kraj;Náchod;NULL;NULL
460511;BOSCHSERVIS HRUDÍK;Máchova 1344;Náchod;54701;491428635;bosch.servis-auto@seznam.cz;Královéhradecký kraj;Náchod;NULL;NULL
460513;FARMET STK spol. s r.o.;Jiřinková 276;Česká Skalice;55203;778111330;z.haman@farmet.cz;Královéhradecký kraj;Náchod;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
460515;Detecha, chemické výrobní družstvo;Krátká;Nové Město nad Metují;54901;491 477 156 + 737218135;stk@detecha.cz;Královéhradecký kraj;Nové Město nad Metují;NULL;NULL
460517;AUTOSALON DĚDEK, s.r.o.;Dobenínská 1992;Náchod;54701;491426410;prodej@autosalondedek.cz;Královéhradecký kraj;Náchod;NULL;NULL
460521;AUTO-BRANKA,spol. s r.o.;Českoskalická 1743/1;Náchod;54701;494770700;selleiova@autobranka.cz;Královéhradecký kraj;Náchod;C,M1,M2,M3,N1,N2,N3,T,Z;CNG,LPG,Vznětový motor,Zážehový motor
460526;P-transport s.r.o.;Dvořákova 339;Broumov;55001;420 491 521 372;sme@p-transport.cz;Královéhradecký kraj;Broumov;NULL;NULL
460601;DEKRA CZ a.s.;Průmyslová 381;Pardubice;53301;466670165;stkpardubice.cz@dekra.com;Pardubický kraj;Pardubice;NULL;NULL
460605;AUTO DRYML a.s.;Generála Svobody 658;Pardubice;53351;466435204;service@dryml.cz;Pardubický kraj;Pardubice;NULL;NULL
460608;Gymnázium a Střední odborná škola Přelouč;Jaselská 597 ;Přelouč;53501;720689049;kohout@gyasos-prelouc.cz;Pardubický kraj;Přelouč;NULL;NULL
460609;SERVIS F + L, v.o.s.;Na Spravedlnosti 121;Pardubice;53002;466330983;bo.gas@seznam.cz;Pardubický kraj;Pardubice;NULL;NULL
460614;Ivan Mikov;Račanská 212;Přelouč;53501;602412660;ivan.mikov@seznam.cz ;Pardubický kraj;Přelouč;NULL;NULL
460616;Střední škola automobilní Holice;Nádražní 301;Holice;53401;604889854;vasicek@spsauto.cz;Pardubický kraj;Holice;NULL;NULL
460619;Louda Auto a.s.;Teplého 2692;Pardubice;53002;466330004;servisdukla@louda.cz;Pardubický kraj;Pardubice;NULL;NULL
460628;PROFI AUTO CZ a.s.;Pardubická 1517;Přelouč;53501;605956501;poriz@profiautocz.cz;Pardubický kraj;Přelouč;NULL;NULL
460630;Autocentrum BARTH a. s.;Hůrka 1798;Pardubice;53012;464645113;tereza.kmoskova@autocentrum.cz;Pardubický kraj;Pardubice;NULL;NULL
460634;NAPA TRUCKS spol. s r. o.;Semtín 100;Pardubice;53353;464628634;emise@napatrucks.cz;Pardubický kraj;Pardubice;NULL;NULL
460635;LUKA auto s.r.o.;Malé Výkleky 42;Malé Výkleky;53316;724200200;info@luka-auto.cz;Pardubický kraj;Pardubice;NULL;NULL
460636;TOYOTA TSUSHO PRAHA s.r.o.;Hradecká 570;Pardubice;53009;466046444;ttu.recepce@tsusho.cz;Pardubický kraj;Pardubice;NULL;NULL
460637;SUCHOMEL NEW s.r.o.;V Lukách 1407;Ústí nad Orlicí;56201;602 686 840;info@suchomelnew.cz;Pardubický kraj;Ústí nad Orlicí;NULL;NULL
460703;MATRIX a.s.;Lipovka 95;Rychnov nad Kněžnou;51601;494339286;josef.krynek@matrix-as.cz;Královéhradecký kraj;Rychnov nad Kněžnou;NULL;NULL
460704;Vyšší odborná škola a Střední průmyslová škola, Ry;U Stadionu 1166;Rychnov nad Kněžnou;51601;494539222;kucera@vosrk.cz;Královéhradecký kraj;Rychnov nad Kněžnou;NULL;NULL
460708;Josef Čáp;Brocná 62;Skuhrov nad Bělou;51703;777654788;capjosef@protonmail.com;Královéhradecký kraj;Rychnov nad Kněžnou;C,M1,N1,T,Z;Vznětový motor,Zážehový motor
460720;DEKRA CZ a.s.;Ještětice 110;Solnice;51701;494596441;stk-jestetice@dekra.cz;Královéhradecký kraj;Rychnov nad Kněžnou;NULL;NULL
